date,region,product,customer_segment,revenue,units
2024-09-16,North America,Data Connector,Enterprise,2976.13,2
2024-09-16,North America,Insight Pro,SMB,334.3,4
2024-09-16,LATAM,Analytics Suite,Mid-Market,1217.14,3
2024-09-16,North America,Analytics Suite,SMB,267.43,1
2024-09-16,North America,Insight Pro,SMB,261.97,4
2024-09-16,North America,Analytics Suite,Mid-Market,971.08,1
2024-09-17,North America,Insight Pro,Enterprise,3513.46,1
2024-09-17,North America,Insight Pro,SMB,142.28,7
2024-09-17,APAC,Data Connector,Enterprise,2925.71,2
2024-09-17,North America,Dashboard Builder,SMB,357.26,3
2024-09-17,APAC,Dashboard Builder,Mid-Market,1174.14,5
2024-09-18,North America,Insight Pro,Enterprise,3131.66,1
2024-09-18,Europe,Insight Pro,Mid-Market,492.83,1
2024-09-18,APAC,Analytics Suite,Mid-Market,836.28,2
2024-09-18,North America,Dashboard Builder,Mid-Market,1219.9,3
2024-09-18,North America,Dashboard Builder,Enterprise,4279.22,1
2024-09-18,North America,Analytics Suite,SMB,175.03,2
2024-09-19,APAC,Insight Pro,Mid-Market,754.59,1
2024-09-19,APAC,Insight Pro,Enterprise,2439.49,1
2024-09-19,North America,Insight Pro,SMB,361.7,4
2024-09-20,Europe,Analytics Suite,Mid-Market,720.25,6
2024-09-20,Europe,Analytics Suite,Mid-Market,730.65,3
2024-09-20,North America,Dashboard Builder,Mid-Market,999.06,4
2024-09-20,LATAM,Dashboard Builder,SMB,248.95,3
2024-09-20,North America,Insight Pro,SMB,266.38,1
2024-09-20,Europe,Insight Pro,Mid-Market,683.94,2
2024-09-20,LATAM,Data Connector,Mid-Market,1394.79,5
2024-09-21,North America,Insight Pro,Mid-Market,811.21,1
2024-09-21,APAC,Insight Pro,Mid-Market,600.46,5
2024-09-21,North America,Data Connector,Mid-Market,1011.3,5
2024-09-21,Europe,Data Connector,Mid-Market,1227.14,3
2024-09-21,Europe,Analytics Suite,Mid-Market,1005.4,1
2024-09-22,North America,Data Connector,SMB,370.1,5
2024-09-22,APAC,Analytics Suite,Mid-Market,993.01,2
2024-09-22,North America,Data Connector,Enterprise,3781.65,1
2024-09-22,APAC,Analytics Suite,Enterprise,3716.55,1
2024-09-22,LATAM,Analytics Suite,Mid-Market,1133.73,3
2024-09-22,LATAM,Analytics Suite,Mid-Market,1352.19,1
2024-09-23,APAC,Insight Pro,Mid-Market,1226.0,3
2024-09-23,North America,Insight Pro,Mid-Market,926.81,1
2024-09-23,Europe,Dashboard Builder,SMB,355.22,4
2024-09-23,Europe,Dashboard Builder,Enterprise,3630.64,1
2024-09-23,LATAM,Dashboard Builder,Mid-Market,994.1,2
2024-09-23,Europe,Dashboard Builder,Mid-Market,1314.41,1
2024-09-24,North America,Data Connector,Mid-Market,1454.29,2
2024-09-24,Europe,Insight Pro,Mid-Market,1009.27,2
2024-09-24,North America,Insight Pro,SMB,198.92,1
2024-09-24,North America,Insight Pro,Enterprise,3358.18,1
2024-09-24,North America,Data Connector,Mid-Market,689.79,4
2024-09-24,APAC,Dashboard Builder,Mid-Market,1061.57,1
2024-09-24,North America,Analytics Suite,SMB,216.6,5
2024-09-24,Europe,Analytics Suite,Enterprise,4274.01,2
2024-09-24,North America,Insight Pro,Enterprise,2424.96,1
2024-09-24,LATAM,Analytics Suite,Enterprise,3401.21,1
2024-09-25,LATAM,Analytics Suite,Enterprise,3583.77,1
2024-09-25,APAC,Analytics Suite,Enterprise,1692.7,1
2024-09-25,APAC,Insight Pro,Mid-Market,789.81,1
2024-09-25,North America,Dashboard Builder,Enterprise,3140.68,2
2024-09-25,North America,Dashboard Builder,Mid-Market,923.31,3
2024-09-25,Europe,Data Connector,Enterprise,4335.95,1
2024-09-25,APAC,Data Connector,Mid-Market,1199.34,3
2024-09-26,APAC,Data Connector,SMB,178.79,1
2024-09-26,LATAM,Analytics Suite,Enterprise,3761.76,1
2024-09-26,Europe,Insight Pro,Mid-Market,578.48,1
2024-09-26,LATAM,Dashboard Builder,SMB,235.25,2
2024-09-26,North America,Data Connector,SMB,152.86,6
2024-09-27,Europe,Data Connector,Enterprise,3557.78,1
2024-09-27,North America,Insight Pro,Enterprise,4632.89,1
2024-09-27,North America,Data Connector,Mid-Market,917.04,2
2024-09-27,North America,Dashboard Builder,Mid-Market,1192.71,4
2024-09-28,Europe,Analytics Suite,Mid-Market,1293.61,7
2024-09-28,North America,Data Connector,Mid-Market,500.07,3
2024-09-29,Europe,Insight Pro,Mid-Market,878.82,2
2024-09-30,Europe,Analytics Suite,Enterprise,4850.2,1
2024-09-30,APAC,Data Connector,Mid-Market,922.07,5
2024-09-30,Europe,Data Connector,SMB,198.51,2
2024-09-30,LATAM,Insight Pro,Enterprise,3930.57,1
2024-09-30,APAC,Analytics Suite,SMB,215.88,2
2024-10-01,Europe,Dashboard Builder,SMB,125.26,2
2024-10-01,North America,Insight Pro,Mid-Market,1585.02,4
2024-10-01,Europe,Insight Pro,Mid-Market,859.02,1
2024-10-01,Europe,Insight Pro,Mid-Market,1234.87,5
2024-10-01,North America,Analytics Suite,Enterprise,2471.77,1
2024-10-01,Europe,Insight Pro,Enterprise,3967.9,1
2024-10-01,Europe,Dashboard Builder,Enterprise,2728.58,1
2024-10-02,Europe,Data Connector,Mid-Market,1054.02,7
2024-10-02,North America,Dashboard Builder,SMB,170.96,2
2024-10-02,APAC,Insight Pro,Enterprise,1381.7,1
2024-10-02,Europe,Dashboard Builder,Mid-Market,543.45,3
2024-10-02,North America,Analytics Suite,SMB,366.04,7
2024-10-03,North America,Analytics Suite,Enterprise,3008.14,1
2024-10-03,LATAM,Analytics Suite,SMB,152.85,2
2024-10-03,LATAM,Insight Pro,Enterprise,1860.6,1
2024-10-03,North America,Dashboard Builder,Mid-Market,602.14,3
2024-10-04,Europe,Insight Pro,Mid-Market,1165.76,2
2024-10-04,Europe,Dashboard Builder,Mid-Market,1180.61,1
2024-10-04,Europe,Dashboard Builder,SMB,268.75,5
2024-10-04,LATAM,Data Connector,SMB,198.2,4
2024-10-04,North America,Data Connector,Enterprise,2569.72,1
2024-10-04,LATAM,Insight Pro,SMB,246.93,2
2024-10-05,APAC,Insight Pro,Enterprise,3941.59,1
2024-10-05,Europe,Insight Pro,Mid-Market,1314.25,4
2024-10-05,APAC,Insight Pro,SMB,196.61,3
2024-10-05,North America,Data Connector,Mid-Market,893.6,3
2024-10-05,APAC,Dashboard Builder,Mid-Market,1077.39,1
2024-10-05,Europe,Insight Pro,Mid-Market,518.48,3
2024-10-06,APAC,Data Connector,Mid-Market,895.01,1
2024-10-06,LATAM,Insight Pro,Mid-Market,816.21,5
2024-10-06,North America,Analytics Suite,SMB,264.93,6
2024-10-06,North America,Analytics Suite,Enterprise,2458.22,1
2024-10-06,North America,Dashboard Builder,SMB,313.06,2
2024-10-06,APAC,Dashboard Builder,Enterprise,2583.01,1
2024-10-07,APAC,Data Connector,Enterprise,2819.44,1
2024-10-07,APAC,Dashboard Builder,SMB,330.77,3
2024-10-07,North America,Dashboard Builder,SMB,264.02,2
2024-10-07,North America,Data Connector,Mid-Market,686.48,4
2024-10-07,LATAM,Dashboard Builder,SMB,323.52,4
2024-10-07,APAC,Analytics Suite,SMB,289.8,1
2024-10-08,Europe,Analytics Suite,SMB,229.83,8
2024-10-08,APAC,Data Connector,Mid-Market,1022.33,4
2024-10-08,Europe,Data Connector,SMB,208.79,4
2024-10-08,Europe,Insight Pro,Mid-Market,855.71,3
2024-10-08,LATAM,Insight Pro,Mid-Market,1492.85,6
2024-10-09,LATAM,Dashboard Builder,Mid-Market,983.88,3
2024-10-09,APAC,Data Connector,Mid-Market,248.17,2
2024-10-09,Europe,Insight Pro,Enterprise,3921.14,1
2024-10-09,North America,Analytics Suite,Mid-Market,1086.72,3
2024-10-09,APAC,Dashboard Builder,SMB,148.24,2
2024-10-09,APAC,Analytics Suite,Mid-Market,894.9,4
2024-10-09,APAC,Analytics Suite,Mid-Market,956.12,4
2024-10-09,North America,Insight Pro,Enterprise,5360.89,1
2024-10-09,Europe,Dashboard Builder,Mid-Market,983.66,5
2024-10-09,Europe,Insight Pro,SMB,130.79,1
2024-10-09,APAC,Analytics Suite,Enterprise,4456.72,1
2024-10-09,Europe,Analytics Suite,Mid-Market,905.65,2
2024-10-09,Europe,Analytics Suite,SMB,431.94,5
2024-10-10,North America,Dashboard Builder,Enterprise,3378.88,1
2024-10-10,North America,Dashboard Builder,Mid-Market,992.07,3
2024-10-10,APAC,Dashboard Builder,Mid-Market,1143.45,2
2024-10-10,North America,Dashboard Builder,SMB,242.53,4
2024-10-10,APAC,Insight Pro,Enterprise,4784.11,1
2024-10-10,APAC,Analytics Suite,SMB,173.44,3
2024-10-11,LATAM,Data Connector,Mid-Market,1417.65,3
2024-10-11,North America,Data Connector,Enterprise,3542.89,1
2024-10-11,LATAM,Analytics Suite,Enterprise,3776.86,1
2024-10-11,North America,Insight Pro,Mid-Market,835.56,4
2024-10-11,North America,Dashboard Builder,Enterprise,2856.2,2
2024-10-12,APAC,Data Connector,Enterprise,4744.1,1
2024-10-12,LATAM,Data Connector,Enterprise,2815.53,1
2024-10-12,Europe,Analytics Suite,Mid-Market,1074.69,3
2024-10-12,North America,Analytics Suite,Mid-Market,1239.33,5
2024-10-12,North America,Insight Pro,Enterprise,2877.87,2
2024-10-13,North America,Analytics Suite,SMB,218.43,5
2024-10-13,APAC,Data Connector,Mid-Market,601.19,3
2024-10-13,LATAM,Analytics Suite,Enterprise,3598.6,1
2024-10-13,North America,Insight Pro,Mid-Market,643.93,3
2024-10-13,North America,Dashboard Builder,Mid-Market,1151.77,1
2024-10-14,North America,Analytics Suite,Mid-Market,1260.58,3
2024-10-14,North America,Insight Pro,Mid-Market,541.78,2
2024-10-14,North America,Dashboard Builder,Mid-Market,791.65,1
2024-10-14,North America,Dashboard Builder,Enterprise,4587.36,1
2024-10-14,LATAM,Data Connector,SMB,241.91,2
2024-10-15,Europe,Data Connector,Mid-Market,753.39,3
2024-10-15,APAC,Insight Pro,SMB,278.33,3
2024-10-15,LATAM,Data Connector,Enterprise,2656.51,1
2024-10-15,North America,Data Connector,SMB,176.67,7
2024-10-16,North America,Analytics Suite,Enterprise,4881.53,1
2024-10-16,LATAM,Dashboard Builder,Mid-Market,677.96,4
2024-10-16,APAC,Analytics Suite,Mid-Market,1062.79,3
2024-10-16,North America,Insight Pro,Mid-Market,1006.91,7
2024-10-16,LATAM,Data Connector,Mid-Market,741.74,1
2024-10-16,APAC,Dashboard Builder,Enterprise,3244.47,2
2024-10-16,LATAM,Analytics Suite,Mid-Market,1400.36,3
2024-10-16,APAC,Insight Pro,Mid-Market,1030.02,1
2024-10-17,North America,Dashboard Builder,SMB,352.87,1
2024-10-17,North America,Data Connector,Mid-Market,1223.97,2
2024-10-17,APAC,Analytics Suite,Enterprise,4659.47,2
2024-10-17,Europe,Analytics Suite,SMB,404.98,5
2024-10-17,North America,Dashboard Builder,Enterprise,1417.78,3
2024-10-17,APAC,Insight Pro,Enterprise,3108.97,1
2024-10-17,Europe,Data Connector,Enterprise,3344.31,1
2024-10-17,North America,Analytics Suite,SMB,338.78,1
2024-10-17,APAC,Insight Pro,Mid-Market,1614.17,2
2024-10-17,Europe,Data Connector,Mid-Market,1401.27,5
2024-10-18,LATAM,Dashboard Builder,Enterprise,3740.57,1
2024-10-18,APAC,Dashboard Builder,Mid-Market,1132.37,5
2024-10-18,North America,Analytics Suite,SMB,215.49,1
2024-10-18,Europe,Dashboard Builder,SMB,226.31,3
2024-10-18,APAC,Data Connector,SMB,174.08,1
2024-10-18,Europe,Analytics Suite,Enterprise,5023.45,2
2024-10-18,North America,Dashboard Builder,SMB,311.28,1
2024-10-18,North America,Dashboard Builder,SMB,232.59,1
2024-10-19,North America,Dashboard Builder,Mid-Market,1066.43,3
2024-10-19,APAC,Insight Pro,Enterprise,4949.38,1
2024-10-19,Europe,Data Connector,Enterprise,5039.19,1
2024-10-19,North America,Insight Pro,Enterprise,2535.08,1
2024-10-19,North America,Dashboard Builder,Enterprise,3972.3,1
2024-10-20,Europe,Analytics Suite,Mid-Market,925.37,4
2024-10-20,North America,Insight Pro,Enterprise,2579.44,1
2024-10-20,Europe,Dashboard Builder,Mid-Market,988.19,1
2024-10-20,North America,Dashboard Builder,Enterprise,3659.87,1
2024-10-21,Europe,Data Connector,Enterprise,3241.73,2
2024-10-21,Europe,Analytics Suite,Mid-Market,790.47,3
2024-10-21,Europe,Analytics Suite,Mid-Market,1196.56,2
2024-10-21,North America,Analytics Suite,Mid-Market,909.61,1
2024-10-21,Europe,Data Connector,SMB,120.46,3
2024-10-21,Europe,Dashboard Builder,Enterprise,2827.64,1
2024-10-21,APAC,Insight Pro,Enterprise,4196.22,1
2024-10-22,APAC,Data Connector,Mid-Market,1158.13,2
2024-10-22,Europe,Data Connector,Enterprise,3207.04,1
2024-10-22,North America,Data Connector,SMB,235.45,7
2024-10-22,Europe,Data Connector,Enterprise,2459.75,1
2024-10-23,APAC,Data Connector,SMB,480.79,4
2024-10-23,North America,Data Connector,SMB,339.23,1
2024-10-23,Europe,Dashboard Builder,SMB,309.16,7
2024-10-23,North America,Analytics Suite,Enterprise,3287.85,1
2024-10-23,Europe,Dashboard Builder,SMB,341.08,3
2024-10-23,LATAM,Dashboard Builder,Enterprise,3429.48,1
2024-10-23,North America,Insight Pro,Mid-Market,1773.49,7
2024-10-24,North America,Analytics Suite,Mid-Market,1133.49,3
2024-10-24,APAC,Insight Pro,SMB,332.45,4
2024-10-24,APAC,Insight Pro,SMB,343.74,2
2024-10-24,APAC,Analytics Suite,Mid-Market,1355.68,4
2024-10-24,Europe,Analytics Suite,Enterprise,4005.22,1
2024-10-25,APAC,Dashboard Builder,Enterprise,4120.72,1
2024-10-25,APAC,Insight Pro,Mid-Market,807.25,4
2024-10-25,LATAM,Data Connector,SMB,247.28,2
2024-10-25,LATAM,Data Connector,SMB,353.11,4
2024-10-25,North America,Dashboard Builder,Enterprise,2926.02,1
2024-10-25,Europe,Analytics Suite,Enterprise,4482.05,1
2024-10-26,LATAM,Analytics Suite,Enterprise,3139.94,1
2024-10-26,North America,Dashboard Builder,Mid-Market,769.1,1
2024-10-26,Europe,Dashboard Builder,Mid-Market,969.78,2
2024-10-27,North America,Insight Pro,SMB,178.28,3
2024-10-27,North America,Analytics Suite,Enterprise,4153.42,1
2024-10-27,Europe,Dashboard Builder,Enterprise,3385.51,1
2024-10-27,LATAM,Analytics Suite,Enterprise,2129.76,2
2024-10-27,Europe,Analytics Suite,SMB,178.1,3
2024-10-28,LATAM,Insight Pro,Enterprise,3316.68,1
2024-10-29,APAC,Insight Pro,Enterprise,2724.69,1
2024-10-29,APAC,Analytics Suite,Enterprise,3273.94,1
2024-10-29,APAC,Insight Pro,SMB,199.65,2
2024-10-29,North America,Dashboard Builder,SMB,209.31,2
2024-10-29,Europe,Dashboard Builder,Enterprise,4238.76,1
2024-10-30,APAC,Data Connector,SMB,305.35,2
2024-10-30,Europe,Dashboard Builder,Enterprise,4342.9,1
2024-10-30,North America,Insight Pro,Enterprise,4374.57,1
2024-10-30,APAC,Insight Pro,Mid-Market,1129.6,2
2024-10-30,North America,Data Connector,Mid-Market,618.5,4
2024-10-30,LATAM,Insight Pro,Mid-Market,1079.48,2
2024-10-30,APAC,Data Connector,Mid-Market,847.87,1
2024-10-31,Europe,Analytics Suite,Mid-Market,1063.5,2
2024-10-31,LATAM,Data Connector,Mid-Market,1269.06,3
2024-10-31,LATAM,Analytics Suite,Mid-Market,1038.65,2
2024-10-31,Europe,Analytics Suite,SMB,237.09,5
2024-10-31,LATAM,Insight Pro,Enterprise,3403.86,3
2024-10-31,APAC,Analytics Suite,Mid-Market,1024.86,6
2024-10-31,North America,Analytics Suite,Enterprise,3134.88,2
2024-10-31,North America,Insight Pro,SMB,240.84,3
2024-11-01,APAC,Insight Pro,Mid-Market,1366.22,4
2024-11-01,LATAM,Dashboard Builder,SMB,278.23,3
2024-11-01,Europe,Data Connector,Mid-Market,603.46,2
2024-11-01,LATAM,Insight Pro,Mid-Market,1307.76,1
2024-11-01,North America,Analytics Suite,SMB,183.35,1
2024-11-02,Europe,Analytics Suite,SMB,347.06,2
2024-11-02,Europe,Data Connector,Enterprise,3610.48,1
2024-11-02,APAC,Insight Pro,Mid-Market,1236.63,4
2024-11-02,North America,Analytics Suite,Enterprise,3897.42,1
2024-11-02,North America,Insight Pro,Mid-Market,1179.78,3
2024-11-02,North America,Data Connector,SMB,270.43,3
2024-11-03,APAC,Analytics Suite,Mid-Market,637.87,5
2024-11-03,North America,Dashboard Builder,Mid-Market,645.93,3
2024-11-03,APAC,Analytics Suite,Mid-Market,1165.21,3
2024-11-03,Europe,Analytics Suite,Enterprise,3547.26,1
2024-11-03,Europe,Dashboard Builder,Enterprise,4536.63,1
2024-11-04,Europe,Data Connector,Mid-Market,689.01,3
2024-11-04,APAC,Insight Pro,Mid-Market,1218.43,3
2024-11-04,North America,Dashboard Builder,Enterprise,4469.53,1
2024-11-04,North America,Analytics Suite,Mid-Market,788.28,1
2024-11-04,North America,Analytics Suite,SMB,349.8,4
2024-11-05,LATAM,Insight Pro,SMB,377.38,2
2024-11-06,APAC,Insight Pro,Mid-Market,1261.68,1
2024-11-06,APAC,Analytics Suite,SMB,302.87,3
2024-11-06,North America,Data Connector,SMB,190.63,2
2024-11-06,North America,Data Connector,SMB,158.05,4
2024-11-06,North America,Insight Pro,Mid-Market,984.13,3
2024-11-06,North America,Insight Pro,Mid-Market,756.46,2
2024-11-06,North America,Dashboard Builder,Enterprise,3516.9,1
2024-11-07,North America,Dashboard Builder,Enterprise,3578.97,1
2024-11-07,APAC,Data Connector,Enterprise,4497.04,1
2024-11-07,Europe,Dashboard Builder,Mid-Market,1157.97,2
2024-11-07,North America,Dashboard Builder,Mid-Market,1260.25,2
2024-11-07,APAC,Dashboard Builder,SMB,227.49,2
2024-11-07,North America,Analytics Suite,Mid-Market,1018.26,3
2024-11-07,APAC,Dashboard Builder,Mid-Market,506.05,2
2024-11-07,APAC,Analytics Suite,SMB,162.83,4
2024-11-08,Europe,Insight Pro,Enterprise,3774.97,3
2024-11-08,North America,Data Connector,SMB,308.88,2
2024-11-08,North America,Analytics Suite,SMB,354.72,7
2024-11-09,North America,Dashboard Builder,SMB,358.73,2
2024-11-09,LATAM,Analytics Suite,SMB,184.6,3
2024-11-09,APAC,Insight Pro,Mid-Market,1372.27,3
2024-11-09,North America,Dashboard Builder,Mid-Market,1590.4,2
2024-11-09,Europe,Data Connector,Mid-Market,1024.11,1
2024-11-10,LATAM,Insight Pro,Mid-Market,957.02,3
2024-11-10,North America,Dashboard Builder,Enterprise,4047.31,1
2024-11-10,Europe,Data Connector,Mid-Market,1156.13,6
2024-11-10,LATAM,Insight Pro,Mid-Market,850.93,1
2024-11-10,Europe,Data Connector,Mid-Market,1239.97,4
2024-11-11,LATAM,Analytics Suite,Mid-Market,1045.19,3
2024-11-11,APAC,Insight Pro,SMB,306.39,6
2024-11-11,Europe,Dashboard Builder,Mid-Market,790.98,5
2024-11-11,Europe,Data Connector,Mid-Market,1488.3,4
2024-11-11,Europe,Analytics Suite,SMB,283.79,1
2024-11-11,North America,Dashboard Builder,Enterprise,3173.89,4
2024-11-12,APAC,Dashboard Builder,SMB,210.76,5
2024-11-12,APAC,Insight Pro,Mid-Market,1210.98,5
2024-11-12,North America,Data Connector,SMB,257.34,1
2024-11-12,Europe,Data Connector,Enterprise,6091.14,1
2024-11-13,LATAM,Insight Pro,Mid-Market,1063.48,6
2024-11-13,Europe,Analytics Suite,SMB,159.52,2
2024-11-13,North America,Dashboard Builder,Mid-Market,1469.59,4
2024-11-13,North America,Dashboard Builder,Mid-Market,1007.54,3
2024-11-13,LATAM,Dashboard Builder,Enterprise,4480.83,1
2024-11-13,APAC,Dashboard Builder,Mid-Market,801.56,3
2024-11-13,North America,Analytics Suite,Enterprise,2260.61,3
2024-11-13,North America,Insight Pro,Mid-Market,1096.36,3
2024-11-13,North America,Analytics Suite,Mid-Market,1139.2,2
2024-11-13,North America,Insight Pro,SMB,213.17,5
2024-11-13,LATAM,Analytics Suite,Mid-Market,1069.59,2
2024-11-14,APAC,Data Connector,Enterprise,4201.77,1
2024-11-14,Europe,Data Connector,Enterprise,3215.63,1
2024-11-14,Europe,Analytics Suite,Mid-Market,1439.75,2
2024-11-15,Europe,Analytics Suite,Mid-Market,838.02,1
2024-11-15,North America,Insight Pro,Mid-Market,1238.9,4
2024-11-15,APAC,Insight Pro,Mid-Market,801.47,4
2024-11-15,North America,Insight Pro,SMB,281.39,1
2024-11-15,Europe,Analytics Suite,Enterprise,3823.54,1
2024-11-15,APAC,Dashboard Builder,Mid-Market,671.03,6
2024-11-15,North America,Dashboard Builder,Mid-Market,969.94,2
2024-11-15,Europe,Data Connector,SMB,262.79,3
2024-11-15,North America,Insight Pro,Mid-Market,847.48,6
2024-11-15,North America,Data Connector,Mid-Market,628.01,2
2024-11-16,North America,Dashboard Builder,Mid-Market,503.63,2
2024-11-16,North America,Data Connector,SMB,414.55,2
2024-11-16,North America,Analytics Suite,Enterprise,4875.16,1
2024-11-16,Europe,Data Connector,Mid-Market,1388.76,4
2024-11-16,North America,Data Connector,SMB,182.0,4
2024-11-16,APAC,Dashboard Builder,Enterprise,4678.92,1
2024-11-17,North America,Insight Pro,Mid-Market,991.38,1
2024-11-17,North America,Analytics Suite,Mid-Market,1498.51,1
2024-11-17,Europe,Data Connector,SMB,297.15,3
2024-11-17,North America,Dashboard Builder,SMB,185.46,10
2024-11-17,Europe,Insight Pro,Enterprise,3412.74,1
2024-11-18,North America,Analytics Suite,Mid-Market,1356.15,2
2024-11-18,Europe,Dashboard Builder,Mid-Market,1899.11,2
2024-11-18,APAC,Analytics Suite,Mid-Market,764.34,3
2024-11-18,Europe,Insight Pro,SMB,289.51,5
2024-11-18,North America,Dashboard Builder,Enterprise,3233.19,1
2024-11-18,Europe,Dashboard Builder,Enterprise,3275.08,1
2024-11-18,APAC,Insight Pro,SMB,289.14,1
2024-11-19,Europe,Data Connector,SMB,365.39,5
2024-11-19,APAC,Data Connector,Mid-Market,1311.89,3
2024-11-19,North America,Data Connector,Mid-Market,947.16,3
2024-11-19,North America,Data Connector,Mid-Market,1367.77,4
2024-11-20,North America,Analytics Suite,SMB,235.78,1
2024-11-20,North America,Analytics Suite,Mid-Market,835.19,3
2024-11-20,North America,Insight Pro,Mid-Market,946.18,1
2024-11-20,APAC,Dashboard Builder,Enterprise,4777.35,1
2024-11-20,LATAM,Dashboard Builder,Mid-Market,1120.59,2
2024-11-20,LATAM,Data Connector,SMB,263.47,1
2024-11-20,APAC,Data Connector,Mid-Market,1574.9,1
2024-11-20,North America,Insight Pro,SMB,220.62,4
2024-11-21,APAC,Dashboard Builder,Enterprise,4876.55,1
2024-11-21,Europe,Dashboard Builder,Mid-Market,738.08,5
2024-11-21,North America,Analytics Suite,Mid-Market,1552.15,3
